symbol,error_type,reason,failed_at
NIBL.NS,ScreenerDataError,Screener returned no historical P/E observations for NIBL.NS,2026-08-01T23:58:06.035335+00:00
NIRAJISPAT.NS,ScreenerDataError,Screener returned no historical P/E observations for NIRAJISPAT.NS,2026-08-02T00:02:24.520824+00:00
NIRLON.NS,ScreenerDataError,Screener returned no historical P/E observations for NIRLON.NS,2026-08-01T23:13:42.693858+00:00
NITINSPIN.NS,ScreenerDataError,Screener returned no historical P/E observations for NITINSPIN.NS,2026-08-01T23:22:04.370139+00:00
NIVABUPA.NS,ScreenerDataError,Screener returned no historical P/E observations for NIVABUPA.NS,2026-08-01T23:00:35.754247+00:00
NKIND.NS,ScreenerDataError,Screener returned no historical P/E observations for NKIND.NS,2026-08-02T00:00:55.191070+00:00
NORBTEAEXP.NS,ScreenerDataError,Screener returned no historical P/E observations for NORBTEAEXP.NS,2026-08-01T23:56:40.882656+00:00
NOVARTIND.NS,ScreenerDataError,Screener returned no historical P/E observations for NOVARTIND.NS,2026-08-01T23:18:51.828137+00:00
NRAIL.NS,ScreenerDataError,Screener returned no historical P/E observations for NRAIL.NS,2026-08-01T23:41:57.032681+00:00
NSLNISP.NS,ScreenerDataError,Screener returned no historical P/E observations for NSLNISP.NS,2026-08-01T23:03:23.794569+00:00
OLAELEC.NS,ScreenerDataError,Screener returned no historical P/E observations for OLAELEC.NS,2026-08-01T22:59:23.200344+00:00
OMPOWER.NS,ScreenerDataError,Screener returned no historical P/E observations for OMPOWER.NS,2026-08-02T00:04:40.352164+00:00
ORIENTALTL.NS,ScreenerDataError,Screener returned no historical P/E observations for ORIENTALTL.NS,2026-08-02T00:00:33.767349+00:00
ORIENTCEM.NS,ScreenerDataError,Screener returned no historical P/E observations for ORIENTCEM.NS,2026-08-01T23:23:45.714405+00:00
ORIENTELEC.NS,ScreenerDataError,Screener returned no historical P/E observations for ORIENTELEC.NS,2026-08-01T23:19:31.446451+00:00
ORIENTLTD.NS,ScreenerDataError,Screener returned no historical P/E observations for ORIENTLTD.NS,2026-08-01T23:58:30.172601+00:00
ORIENTPPR.NS,ScreenerDataError,Screener returned no historical P/E observations for ORIENTPPR.NS,2026-08-01T23:48:19.167569+00:00
ORISSAMINE.NS,ScreenerDataError,Screener returned no historical P/E observations for ORISSAMINE.NS,2026-08-01T23:27:34.511654+00:00
PAGEIND.NS,ScreenerDataError,Screener returned no historical P/E observations for PAGEIND.NS,2026-08-01T22:52:16.008211+00:00
PANACEABIO.NS,ScreenerDataError,Screener returned no historical P/E observations for PANACEABIO.NS,2026-08-01T23:21:00.863732+00:00
PAR.NS,ScreenerDataError,Screener returned no historical P/E observations for PAR.NS,2026-08-01T23:55:26.570387+00:00
PARASPETRO.NS,ScreenerDataError,Screener returned no historical P/E observations for PARASPETRO.NS,2026-08-01T23:58:43.188723+00:00
PATELRMART.NS,ScreenerDataError,Screener returned no historical P/E observations for PATELRMART.NS,2026-08-01T23:41:58.793586+00:00
PAUSHAKLTD.NS,ScreenerDataError,Screener returned no historical P/E observations for PAUSHAKLTD.NS,2026-08-01T23:33:58.077709+00:00
PDMJEPAPER.NS,ScreenerDataError,Screener returned no historical P/E observations for PDMJEPAPER.NS,2026-08-01T23:40:52.321889+00:00
PFIZER.NS,ScreenerDataError,Screener returned no historical P/E observations for PFIZER.NS,2026-08-01T22:57:27.840297+00:00
PGHH.NS,ScreenerDataError,Screener returned no historical P/E observations for PGHH.NS,2026-08-01T22:55:15.734969+00:00
PGHL.NS,ScreenerDataError,Screener returned no historical P/E observations for PGHL.NS,2026-08-01T23:04:52.524600+00:00
PLASTIBLEN.NS,ScreenerDataError,Screener returned no historical P/E observations for PLASTIBLEN.NS,2026-08-01T23:44:56.469646+00:00
PNBGILTS.NS,ScreenerDataError,Screener returned no historical P/E observations for PNBGILTS.NS,2026-08-01T23:32:18.065246+00:00
PNGSREVA.NS,ScreenerDataError,Screener returned no historical P/E observations for PNGSREVA.NS,2026-08-01T23:35:22.495253+00:00
PODDARMENT.NS,ScreenerDataError,Screener returned no historical P/E observations for PODDARMENT.NS,2026-08-01T23:51:17.762477+00:00
PONNIERODE.NS,ScreenerDataError,Screener returned no historical P/E observations for PONNIERODE.NS,2026-08-01T23:50:05.087320+00:00
POWERINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for POWERINDIA.NS,2026-08-01T22:46:19.974293+00:00
PREMIERPOL.NS,ScreenerDataError,Screener returned no historical P/E observations for PREMIERPOL.NS,2026-08-01T23:41:08.382143+00:00
PRINCEPIPE.NS,ScreenerDataError,Screener returned no historical P/E observations for PRINCEPIPE.NS,2026-08-01T23:22:53.571957+00:00
PSB.NS,ScreenerDataError,Screener returned no historical P/E observations for PSB.NS,2026-08-01T22:59:39.840892+00:00
PWL.NS,ScreenerDataError,Screener returned no historical P/E observations for PWL.NS,2026-08-01T22:53:08.166180+00:00
PYRAMID.NS,ScreenerDataError,Screener returned no historical P/E observations for PYRAMID.NS,2026-08-01T23:43:56.200169+00:00
QUADFUTURE.NS,ScreenerDataError,Screener returned no historical P/E observations for QUADFUTURE.NS,2026-08-01T23:31:56.101859+00:00
RADHIKAJWE.NS,ScreenerDataError,Screener returned no historical P/E observations for RADHIKAJWE.NS,2026-08-01T23:41:04.360536+00:00
RADIOCITY.NS,ScreenerDataError,Screener returned no historical P/E observations for RADIOCITY.NS,2026-08-01T23:52:20.750110+00:00
RAJMET.NS,ScreenerDataError,Screener returned no historical P/E observations for RAJMET.NS,2026-08-01T23:57:36.415395+00:00
RAJTV.NS,ScreenerDataError,Screener returned no historical P/E observations for RAJTV.NS,2026-08-01T23:59:05.118891+00:00
RAMANEWS.NS,ScreenerDataError,Screener returned no historical P/E observations for RAMANEWS.NS,2026-08-01T23:46:44.987538+00:00
RAMAPHO.NS,ScreenerDataError,Screener returned no historical P/E observations for RAMAPHO.NS,2026-08-01T23:46:47.040753+00:00
RAMBHAJO.NS,ScreenerDataError,Screener returned no historical P/E observations for RAMBHAJO.NS,2026-08-02T00:04:56.159112+00:00
RANASUG.NS,ScreenerDataError,Screener returned no historical P/E observations for RANASUG.NS,2026-08-01T23:53:17.356021+00:00
RBA.NS,ScreenerDataError,Screener returned no historical P/E observations for RBA.NS,2026-08-01T23:15:45.487077+00:00
RBZJEWEL.NS,ScreenerDataError,Screener returned no historical P/E observations for RBZJEWEL.NS,2026-08-01T23:43:52.160459+00:00
REGENCERAM.NS,ScreenerDataError,Screener returned no historical P/E observations for REGENCERAM.NS,2026-08-01T23:57:17.107364+00:00
RELAXO.NS,ScreenerDataError,Screener returned no historical P/E observations for RELAXO.NS,2026-08-01T23:05:14.899821+00:00
RELCHEMQ.NS,ScreenerDataError,Screener returned no historical P/E observations for RELCHEMQ.NS,2026-08-01T23:57:09.326067+00:00
RETAIL.NS,ScreenerDataError,Screener returned no historical P/E observations for RETAIL.NS,2026-08-02T00:02:07.053530+00:00
RHETAN.NS,ScreenerDataError,Screener returned no historical P/E observations for RHETAN.NS,2026-08-01T23:27:24.703435+00:00
RHL.NS,ScreenerDataError,Screener returned no historical P/E observations for RHL.NS,2026-08-01T23:49:43.081362+00:00
RKDL.NS,ScreenerDataError,Screener returned no historical P/E observations for RKDL.NS,2026-08-02T00:00:12.318379+00:00
ROLEXRINGS.NS,ScreenerDataError,Screener returned no historical P/E observations for ROLEXRINGS.NS,2026-08-01T23:17:18.198387+00:00
ROML.NS,ScreenerDataError,Screener returned no historical P/E observations for ROML.NS,2026-08-01T23:58:45.000328+00:00
RSL.NS,ScreenerDataError,Screener returned no historical P/E observations for RSL.NS,2026-08-01T23:37:20.388309+00:00
RUCHIRA.NS,ScreenerDataError,Screener returned no historical P/E observations for RUCHIRA.NS,2026-08-01T23:49:26.014662+00:00
SABEVENTS.NS,ScreenerDataError,Screener returned no historical P/E observations for SABEVENTS.NS,2026-08-02T00:02:30.166956+00:00
SAHLIBHFI.NS,ScreenerDataError,Screener returned no historical P/E observations for SAHLIBHFI.NS,2026-08-01T23:51:09.349443+00:00
SAHYADRI.NS,ScreenerDataError,Screener returned no historical P/E observations for SAHYADRI.NS,2026-08-01T23:49:30.184341+00:00
SAKHTISUG.NS,ScreenerDataError,Screener returned no historical P/E observations for SAKHTISUG.NS,2026-08-01T23:52:37.816890+00:00
SALONA.NS,ScreenerDataError,Screener returned no historical P/E observations for SALONA.NS,2026-08-01T23:55:18.552048+00:00
SANOFICONR.NS,ScreenerDataError,Screener returned no historical P/E observations for SANOFICONR.NS,2026-08-01T23:05:33.564538+00:00
SATIA.NS,ScreenerDataError,Screener returned no historical P/E observations for SATIA.NS,2026-08-01T23:43:54.202581+00:00
SAYAJIHOTL.NS,ScreenerDataError,Screener returned no historical P/E observations for SAYAJIHOTL.NS,2026-08-01T23:44:44.779819+00:00
SBICARD.NS,ScreenerDataError,Screener returned no historical P/E observations for SBICARD.NS,2026-08-01T22:50:42.368056+00:00
SBILIFE.NS,ScreenerDataError,Screener returned no historical P/E observations for SBILIFE.NS,2026-08-01T22:45:26.910871+00:00
SCHNEIDER.NS,ScreenerDataError,Screener returned no historical P/E observations for SCHNEIDER.NS,2026-08-01T22:54:39.884282+00:00
SCILAL.NS,ScreenerDataError,Screener returned no historical P/E observations for SCILAL.NS,2026-08-01T23:29:29.581603+00:00
SCODATUBES.NS,ScreenerDataError,Screener returned no historical P/E observations for SCODATUBES.NS,2026-08-01T23:39:47.198666+00:00
SCPL.NS,ScreenerDataError,Screener returned no historical P/E observations for SCPL.NS,2026-08-01T23:44:59.501541+00:00
SEDEMAC.NS,ScreenerDataError,Screener returned no historical P/E observations for SEDEMAC.NS,2026-08-01T23:03:57.195490+00:00
SELMC.NS,ScreenerDataError,Screener returned no historical P/E observations for SELMC.NS,2026-08-01T23:57:31.065310+00:00
SGFIN.NS,ScreenerDataError,Screener returned no historical P/E observations for SGFIN.NS,2026-08-01T23:17:41.037972+00:00
SGL.NS,ScreenerDataError,Screener returned no historical P/E observations for SGL.NS,2026-08-02T00:01:19.345014+00:00
SHANTIGEAR.NS,ScreenerDataError,Screener returned no historical P/E observations for SHANTIGEAR.NS,2026-08-01T23:21:29.561556+00:00
SHANTIGOLD.NS,ScreenerDataError,Screener returned no historical P/E observations for SHANTIGOLD.NS,2026-08-01T23:32:29.754547+00:00
SHILCTECH.NS,ScreenerDataError,Screener returned no historical P/E observations for SHILCTECH.NS,2026-08-01T23:14:54.955306+00:00
SHREERAMA.NS,ScreenerDataError,Screener returned no historical P/E observations for SHREERAMA.NS,2026-08-01T23:44:15.523135+00:00
SHREYANIND.NS,ScreenerDataError,Screener returned no historical P/E observations for SHREYANIND.NS,2026-08-01T23:53:04.105851+00:00
SHRINGARMS.NS,ScreenerDataError,Screener returned no historical P/E observations for SHRINGARMS.NS,2026-08-01T23:27:55.633486+00:00
SIGIND.NS,ScreenerDataError,Screener returned no historical P/E observations for SIGIND.NS,2026-08-01T23:55:09.837802+00:00
SINCLAIR.NS,ScreenerDataError,Screener returned no historical P/E observations for SINCLAIR.NS,2026-08-01T23:47:50.013136+00:00
SINTERCOM.NS,ScreenerDataError,Screener returned no historical P/E observations for SINTERCOM.NS,2026-08-01T23:52:07.316865+00:00
SKFINDUS.NS,ScreenerDataError,Screener returned no historical P/E observations for SKFINDUS.NS,2026-08-01T23:02:57.552100+00:00
SMLMAH.NS,ScreenerDataError,Screener returned no historical P/E observations for SMLMAH.NS,2026-08-01T23:13:16.429562+00:00
SMLT.NS,ScreenerDataError,Screener returned no historical P/E observations for SMLT.NS,2026-08-01T23:57:42.942101+00:00
SNOWMAN.NS,ScreenerDataError,Screener returned no historical P/E observations for SNOWMAN.NS,2026-08-01T23:43:34.808985+00:00
SOMICONVEY.NS,ScreenerDataError,Screener returned no historical P/E observations for SOMICONVEY.NS,2026-08-01T23:55:57.780634+00:00
SONAMLTD.NS,ScreenerDataError,Screener returned no historical P/E observations for SONAMLTD.NS,2026-08-01T23:51:45.281054+00:00
SPLIL.NS,ScreenerDataError,Screener returned no historical P/E observations for SPLIL.NS,2026-08-01T23:57:23.757150+00:00
SPORTKING.NS,ScreenerDataError,Screener returned no historical P/E observations for SPORTKING.NS,2026-08-01T23:25:26.968240+00:00
SRD.NS,ScreenerDataError,Screener returned no historical P/E observations for SRD.NS,2026-08-01T23:50:56.977320+00:00
SREEL.NS,ScreenerDataError,Screener returned no historical P/E observations for SREEL.NS,2026-08-01T23:45:29.936478+00:00
SRGHFL.NS,ScreenerDataError,Screener returned no historical P/E observations for SRGHFL.NS,2026-08-01T23:45:35.335224+00:00
SRTL.NS,ScreenerDataError,Screener returned no historical P/E observations for SRTL.NS,2026-08-01T23:53:40.670832+00:00
STALLION.NS,ScreenerDataError,Screener returned no historical P/E observations for STALLION.NS,2026-08-01T23:25:46.074117+00:00
STARHEALTH.NS,ScreenerDataError,Screener returned no historical P/E observations for STARHEALTH.NS,2026-08-01T22:53:54.016239+00:00
STARPAPER.NS,ScreenerDataError,Screener returned no historical P/E observations for STARPAPER.NS,2026-08-01T23:52:00.072388+00:00
STEELCAS.NS,ScreenerDataError,Screener returned no historical P/E observations for STEELCAS.NS,2026-08-01T23:22:14.710807+00:00
SUDARCOLOR.NS,ScreenerDataError,Screener returned no historical P/E observations for SUDARCOLOR.NS,2026-08-01T23:39:51.376196+00:00
SUNCLAY.NS,ScreenerDataError,Screener returned no historical P/E observations for SUNCLAY.NS,2026-08-01T23:22:29.730620+00:00
SUPREMEINF.NS,ScreenerDataError,Screener returned no historical P/E observations for SUPREMEINF.NS,2026-08-01T23:40:59.204013+00:00
SUPRIYA.NS,ScreenerDataError,Screener returned no historical P/E observations for SUPRIYA.NS,2026-08-01T23:11:23.543804+00:00
SURANASOL.NS,ScreenerDataError,Screener returned no historical P/E observations for SURANASOL.NS,2026-08-01T23:55:28.628846+00:00
SURYALAXMI.NS,ScreenerDataError,Screener returned no historical P/E observations for SURYALAXMI.NS,2026-08-01T23:56:48.442479+00:00
SURYODAY.NS,ScreenerDataError,Screener returned no historical P/E observations for SURYODAY.NS,2026-08-01T23:29:42.250233+00:00
SUVIDHAA.NS,ScreenerDataError,Screener returned no historical P/E observations for SUVIDHAA.NS,2026-08-01T23:59:33.322442+00:00
SWARAJENG.NS,ScreenerDataError,Screener returned no historical P/E observations for SWARAJENG.NS,2026-08-01T23:16:33.244545+00:00
SWIGGY.NS,ScreenerDataError,Screener returned no historical P/E observations for SWIGGY.NS,2026-08-01T22:49:47.155421+00:00
TAINWALCHM.NS,ScreenerDataError,Screener returned no historical P/E observations for TAINWALCHM.NS,2026-08-01T23:52:40.915589+00:00
TARAPUR.NS,ScreenerDataError,Screener returned no historical P/E observations for TARAPUR.NS,2026-08-02T00:00:55.793864+00:00
TASTYBITE.NS,ScreenerDataError,Screener returned no historical P/E observations for TASTYBITE.NS,2026-08-01T23:27:19.484774+00:00
TEAMGTY.NS,ScreenerDataError,Screener returned no historical P/E observations for TEAMGTY.NS,2026-08-01T23:52:42.754578+00:00
TECILCHEM.NS,ScreenerDataError,Screener returned no historical P/E observations for TECILCHEM.NS,2026-08-02T00:01:48.312041+00:00
THANGAMAYL.NS,ScreenerDataError,Screener returned no historical P/E observations for THANGAMAYL.NS,2026-08-01T22:57:54.874317+00:00
THOMASCOTT.NS,ScreenerDataError,Screener returned no historical P/E observations for THOMASCOTT.NS,2026-08-01T23:46:06.012275+00:00
TIJARIA.NS,ScreenerDataError,Screener returned no historical P/E observations for TIJARIA.NS,2026-08-02T00:02:14.074475+00:00
TIMEX.NS,ScreenerDataError,Screener returned no historical P/E observations for TIMEX.NS,2026-08-01T23:14:04.615991+00:00
TIPSFILMS.NS,ScreenerDataError,Screener returned no historical P/E observations for TIPSFILMS.NS,2026-08-01T23:54:47.534026+00:00
TIPSMUSIC.NS,ScreenerDataError,Screener returned no historical P/E observations for TIPSMUSIC.NS,2026-08-01T23:08:06.811373+00:00
TIRUPATIFL.NS,ScreenerDataError,Screener returned no historical P/E observations for TIRUPATIFL.NS,2026-08-01T23:40:35.010658+00:00
TMB.NS,ScreenerDataError,Screener returned no historical P/E observations for TMB.NS,2026-08-01T23:03:16.188822+00:00
TNPL.NS,ScreenerDataError,Screener returned no historical P/E observations for TNPL.NS,2026-08-01T23:38:15.942842+00:00
TNTELE.NS,ScreenerDataError,Screener returned no historical P/E observations for TNTELE.NS,2026-08-02T00:00:29.377461+00:00
TPHQ.NS,ScreenerDataError,Screener returned no historical P/E observations for TPHQ.NS,2026-08-02T00:00:06.550730+00:00
TRACXN.NS,ScreenerDataError,Screener returned no historical P/E observations for TRACXN.NS,2026-08-01T23:48:59.508336+00:00
TTKHLTCARE.NS,ScreenerDataError,Screener returned no historical P/E observations for TTKHLTCARE.NS,2026-08-01T23:33:35.017294+00:00
TTL.NS,ScreenerDataError,Screener returned no historical P/E observations for TTL.NS,2026-08-01T23:53:33.341983+00:00
TTML.NS,ScreenerDataError,Screener returned no historical P/E observations for TTML.NS,2026-08-01T23:09:06.479787+00:00
TURTLEMINT.NS,ScreenerDataError,Screener returned no historical P/E observations for TURTLEMINT.NS,2026-08-02T00:05:43.433469+00:00
UJJIVANSFB.NS,ScreenerDataError,Screener returned no historical P/E observations for UJJIVANSFB.NS,2026-08-01T23:03:16.771363+00:00
UNIENTER.NS,ScreenerDataError,Screener returned no historical P/E observations for UNIENTER.NS,2026-08-01T23:42:11.368136+00:00
UNITECH.NS,ScreenerDataError,Screener returned no historical P/E observations for UNITECH.NS,2026-08-01T23:36:04.709276+00:00
USK.NS,ScreenerDataError,Screener returned no historical P/E observations for USK.NS,2026-08-01T23:55:52.526503+00:00
UTKARSHBNK.NS,ScreenerDataError,Screener returned no historical P/E observations for UTKARSHBNK.NS,2026-08-01T23:24:46.703372+00:00
UTLSOLAR.NS,ScreenerDataError,Screener returned no historical P/E observations for UTLSOLAR.NS,2026-08-01T23:05:01.454861+00:00
VAML.NS,ScreenerDataError,Screener returned no historical P/E observations for VAML.NS,2026-08-01T22:45:32.123962+00:00
VARDMNPOLY.NS,ScreenerDataError,Screener returned no historical P/E observations for VARDMNPOLY.NS,2026-08-01T23:49:28.131680+00:00
VCL.NS,ScreenerDataError,Screener returned no historical P/E observations for VCL.NS,2026-08-02T00:01:42.377452+00:00
VENKEYS.NS,ScreenerDataError,Screener returned no historical P/E observations for VENKEYS.NS,2026-08-01T23:28:52.490031+00:00
VENUSPIPES.NS,ScreenerDataError,Screener returned no historical P/E observations for VENUSPIPES.NS,2026-08-01T23:20:15.163804+00:00
VESUVIUS.NS,ScreenerDataError,Screener returned no historical P/E observations for VESUVIUS.NS,2026-08-01T23:07:14.965024+00:00
VINNY.NS,ScreenerDataError,Screener returned no historical P/E observations for VINNY.NS,2026-08-01T23:59:47.648111+00:00
VINYLINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for VINYLINDIA.NS,2026-08-01T23:46:14.272141+00:00
VISHWARAJ.NS,ScreenerDataError,Screener returned no historical P/E observations for VISHWARAJ.NS,2026-08-01T23:56:16.183406+00:00
VISL.NS,ScreenerDataError,Screener returned no historical P/E observations for VISL.NS,2026-08-01T23:02:37.475007+00:00
VIVIDHA.NS,ScreenerDataError,Screener returned no historical P/E observations for VIVIDHA.NS,2026-08-02T00:02:05.719191+00:00
VMART.NS,ScreenerDataError,Screener returned no historical P/E observations for VMART.NS,2026-08-01T23:13:06.701925+00:00
VOGL.NS,ScreenerDataError,Screener returned no historical P/E observations for VOGL.NS,2026-08-01T23:02:13.133603+00:00
VOLTAMP.NS,ScreenerDataError,Screener returned no historical P/E observations for VOLTAMP.NS,2026-08-01T23:06:50.595754+00:00
VRLLOG.NS,ScreenerDataError,Screener returned no historical P/E observations for VRLLOG.NS,2026-08-01T23:17:58.195096+00:00
VSTIND.NS,ScreenerDataError,Screener returned no historical P/E observations for VSTIND.NS,2026-08-01T23:18:28.995535+00:00
VSTL.NS,ScreenerDataError,Screener returned no historical P/E observations for VSTL.NS,2026-08-01T23:52:16.509311+00:00
WAAREEINDO.NS,ScreenerDataError,Screener returned no historical P/E observations for WAAREEINDO.NS,2026-08-01T23:32:10.752449+00:00
WAKEFIT.NS,ScreenerDataError,Screener returned no historical P/E observations for WAKEFIT.NS,2026-08-01T23:17:07.025959+00:00
WALCHANNAG.NS,ScreenerDataError,Screener returned no historical P/E observations for WALCHANNAG.NS,2026-08-01T23:31:41.842450+00:00
WELSPLSOL.NS,ScreenerDataError,Screener returned no historical P/E observations for WELSPLSOL.NS,2026-08-02T00:05:47.289688+00:00
WONDERLA.NS,ScreenerDataError,Screener returned no historical P/E observations for WONDERLA.NS,2026-08-01T23:22:52.989846+00:00
ZENITHEXPO.NS,ScreenerDataError,Screener returned no historical P/E observations for ZENITHEXPO.NS,2026-08-01T23:56:54.039503+00:00
ZODIACLOTH.NS,ScreenerDataError,Screener returned no historical P/E observations for ZODIACLOTH.NS,2026-08-01T23:52:06.735490+00:00
========
AAATECH.NS,ScreenerDataError,Screener returned no historical P/E observations for AAATECH.NS,2026-08-24T12:17:13.265776+00:00
AARNAV.NS,ScreenerDataError,Screener returned no historical P/E observations for AARNAV.NS,2026-08-24T12:24:36.601526+00:00
AARON.NS,ScreenerDataError,Screener returned no historical P/E observations for AARON.NS,2026-08-24T12:11:55.402154+00:00
ABBOTINDIA.NS,ScreenerDataError,Screener returned no historical P/E observations for ABBOTINDIA.NS,2026-08-23T18:14:02.456412+00:00
ABINFRA.NS,ScreenerDataError,Screener returned no historical P/E observations for ABINFRA.NS,2026-08-24T12:04:14.025330+00:00
ACL.NS,ScreenerDataError,Screener returned no historical P/E observations for ACL.NS,2026-08-24T12:07:05.247238+00:00
ADL.NS,ScreenerDataError,Screener returned no historical P/E observations for ADL.NS,2026-08-24T12:21:31.799815+00:00
ADVANIHOTR.NS,ScreenerDataError,Screener returned no historical P/E observations for ADVANIHOTR.NS,2026-08-24T12:06:38.366397+00:00
AEQUS.NS,ScreenerDataError,Screener returned no historical P/E observations for AEQUS.NS,2026-08-24T02:26:16.414126+00:00
AGL.NS,ScreenerDataError,Screener returned no historical P/E observations for AGL.NS,2026-08-24T11:56:30.883156+00:00
AHLADA.NS,ScreenerDataError,Screener returned no historical P/E observations for AHLADA.NS,2026-08-24T12:20:38.974289+00:00
AJAXENGG.NS,ScreenerDataError,Screener returned no historical P/E observations for AJAXENGG.NS,2026-08-24T02:54:53.442916+00:00
AJOONI.NS,ScreenerDataError,Screener returned no historical P/E observations for AJOONI.NS,2026-08-24T12:19:30.002965+00:00
AKSHAR.NS,ScreenerDataError,Screener returned no historical P/E observations for AKSHAR.NS,2026-08-24T12:23:08.397342+00:00
ALBERTDAVD.NS,ScreenerDataError,Screener returned no historical P/E observations for ALBERTDAVD.NS,2026-08-24T12:08:27.139094+00:00
AMBICAAGAR.NS,ScreenerDataError,Screener returned no historical P/E observations for AMBICAAGAR.NS,2026-08-24T12:21:15.706352+00:00
AMBIKCO.NS,ScreenerDataError,Screener returned no historical P/E observations for AMBIKCO.NS,2026-08-24T11:59:16.664141+00:00
AMDIND.NS,ScreenerDataError,Screener returned no historical P/E observations for AMDIND.NS,2026-08-24T12:19:00.036141+00:00
AMIRCHAND.NS,ScreenerDataError,Screener request failed: https://www.screener.in/company/AMIRCHAND/consolidated/,2026-08-24T12:24:47.349499+00:00
ANDHRAPAP.NS,ScreenerDataError,Screener returned no historical P/E observations for ANDHRAPAP.NS,2026-08-24T11:56:43.657731+00:00
ANMOL.NS,ScreenerDataError,Screener returned no historical P/E observations for ANMOL.NS,2026-08-24T12:20:00.712142+00:00
ANTELOPUS.NS,ScreenerDataError,Screener returned no historical P/E observations for ANTELOPUS.NS,2026-08-24T03:51:21.678488+00:00
ANTGRAPHIC.NS,ScreenerDataError,Screener returned no historical P/E observations for ANTGRAPHIC.NS,2026-08-24T12:24:21.735239+00:00
ANUHPHR.NS,ScreenerDataError,Screener returned no historical P/E observations for ANUHPHR.NS,2026-08-24T12:01:34.056575+00:00
APEX.NS,ScreenerDataError,Screener returned no historical P/E observations for APEX.NS,2026-08-24T11:56:19.709846+00:00
ARCHIES.NS,ScreenerDataError,Screener returned no historical P/E observations for ARCHIES.NS,2026-08-24T12:20:48.050760+00:00
AROGRANITE.NS,ScreenerDataError,Screener returned no historical P/E observations for AROGRANITE.NS,2026-08-24T12:21:34.513040+00:00
ARTNIRMAN.NS,ScreenerDataError,Screener returned no historical P/E observations for ARTNIRMAN.NS,2026-08-24T12:17:59.406359+00:00
ARVEE.NS,ScreenerDataError,Screener returned no historical P/E observations for ARVEE.NS,2026-08-24T12:14:20.002668+00:00
ASAL.NS,ScreenerDataError,Screener returned no historical P/E observations for ASAL.NS,2026-08-24T12:01:07.508381+00:00
ASHIKA.NS,ScreenerDataError,Screener request failed: https://www.screener.in/company/ASHIKA/consolidated/,2026-08-24T12:24:57.130189+00:00
ASTRAZEN.NS,ScreenerDataError,Screener returned no historical P/E observations for ASTRAZEN.NS,2026-08-23T18:49:19.912959+00:00
ATAM.NS,ScreenerDataError,Screener returned no historical P/E observations for ATAM.NS,2026-08-24T12:19:15.019119+00:00
ATHERENERG.NS,ScreenerDataError,Screener returned no historical P/E observations for ATHERENERG.NS,2026-08-23T18:14:44.422513+00:00
AUTOAXLES.NS,ScreenerDataError,Screener returned no historical P/E observations for AUTOAXLES.NS,2026-08-24T03:52:19.182582+00:00
AVL.NS,ScreenerDataError,Screener returned no historical P/E observations for AVL.NS,2026-08-24T02:35:52.739024+00:00
AYE.NS,ScreenerDataError,Screener returned no historical P/E observations for AYE.NS,2026-08-24T03:17:06.974147+00:00
BAIDFIN.NS,ScreenerDataError,Screener returned no historical P/E observations for BAIDFIN.NS,2026-08-24T12:14:51.034237+00:00
BAJAJHCARE.NS,ScreenerDataError,Screener returned no historical P/E observations for BAJAJHCARE.NS,2026-08-24T11:56:12.148392+00:00
BAJAJHFL.NS,ScreenerDataError,Screener returned no historical P/E observations for BAJAJHFL.NS,2026-08-23T18:12:57.812506+00:00
BALKRISHNA.NS,ScreenerDataError,Screener returned no historical P/E observations for BALKRISHNA.NS,2026-08-24T12:20:22.490136+00:00
BANARBEADS.NS,ScreenerDataError,Screener returned no historical P/E observations for BANARBEADS.NS,2026-08-24T12:19:09.852284+00:00
BANARISUG.NS,ScreenerDataError,Screener returned no historical P/E observations for BANARISUG.NS,2026-08-24T03:16:16.529372+00:00
BANDHANBNK.NS,ScreenerDataError,Screener returned no historical P/E observations for BANDHANBNK.NS,2026-08-23T18:45:19.435928+00:00
BAYERCROP.NS,ScreenerDataError,Screener returned no historical P/E observations for BAYERCROP.NS,2026-08-23T18:49:48.249200+00:00
BBL.NS,ScreenerDataError,Screener returned no historical P/E observations for BBL.NS,2026-08-24T03:50:39.068379+00:00
BDL.NS,ScreenerDataError,Screener returned no historical P/E observations for BDL.NS,2026-08-23T18:15:08.195328+00:00
BELLACASA.NS,ScreenerDataError,Screener returned no historical P/E observations for BELLACASA.NS,2026-08-24T12:09:46.737599+00:00
BHARATCOAL.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARATCOAL.NS,2026-08-24T12:25:04.164428+00:00
BHARATSE.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARATSE.NS,2026-08-24T11:54:09.492674+00:00
BHARTIHEXA.NS,ScreenerDataError,Screener returned no historical P/E observations for BHARTIHEXA.NS,2026-08-23T18:12:12.083696+00:00
BIOFILCHEM.NS,ScreenerDataError,Screener returned no historical P/E observations for BIOFILCHEM.NS,2026-08-24T12:20:30.191260+00:00
BLAL.NS,ScreenerDataError,Screener returned no historical P/E observations for BLAL.NS,2026-08-24T12:02:38.705541+00:00
BLUEJET.NS,ScreenerDataError,Screener returned no historical P/E observations for BLUEJET.NS,2026-08-24T02:33:29.669161+00:00
